<s> <s> a woman is,<s> <s>,eine
<s> a woman is looking,<s> eine,frau
a woman is looking at,eine frau,blickt
woman is looking at dressed,frau blickt,auf
"is looking at dressed ,",blickt auf,bekleidete
"looking at dressed , headless",auf bekleidete,kopflose
"dressed , headless mannequins in",bekleidete kopflose,puppen
", headless mannequins in a",kopflose puppen,in
headless mannequins in a store,puppen in,einem
mannequins in a store display,in einem,schaufenster
in a store display .,einem schaufenster,.
a store display . </s>,schaufenster .,</s>
<s> <s> a kid standing,<s> <s>,ein
<s> <s> a kid standing,<s> ein,kind
<s> a kid standing in,ein kind,","
a kid standing in the,"kind ,",das
kid standing in the middle,", das",in
standing in the middle of,das in,der
in the middle of a,in der,mitte
the middle of a dirt,der mitte,eines
middle of a dirt road,mitte eines,feldwegs
of a dirt road </s>,eines feldwegs,steht
a dirt road </s> </s>,feldwegs steht,</s>
<s> <s> a man in,<s> <s>,ein
<s> <s> a man in,<s> ein,mann
<s> a man in a,ein mann,mit
a man in a brown,mann mit,braunem
man in a brown shirt,mit braunem,hemd
in a brown shirt takes,braunem hemd,macht
a brown shirt takes a,hemd macht,ein
brown shirt takes a picture,macht ein,foto
shirt takes a picture of,ein foto,von
takes a picture of something,foto von,etwas
a picture of something on,von etwas,","
a picture of something on,"etwas ,",das
picture of something on the,", das",sich
of something on the ground,das sich,vor
something on the ground in,sich vor,ihm
on the ground in front,vor ihm,auf
the ground in front of,ihm auf,dem
ground in front of him,auf dem,boden
in front of him .,dem boden,befindet
front of him . </s>,boden befindet,.
of him . </s> </s>,befindet .,</s>
<s> <s> people sitting in,<s> <s>,leute
<s> people sitting in front,<s> leute,sitzen
people sitting in front of,leute sitzen,vor
sitting in front of other,sitzen vor,anderen
in front of other people,vor anderen,leuten
front of other people .,anderen leuten,.
of other people . </s>,leuten .,</s>
<s> <s> a man wearing,<s> <s>,ein
<s> a man wearing a,<s> ein,mann
a man wearing a brown,ein mann,mit
man wearing a brown t-shirt,mann mit,einem
wearing a brown t-shirt is,mit einem,braunen
a brown t-shirt is talking,einem braunen,t-shirt
brown t-shirt is talking to,braunen t-shirt,spricht
is talking to a woman,t-shirt spricht,auf
talking to a woman wearing,spricht auf,einem
to a woman wearing a,auf einem,open-air-konzert

a woman wearing a flowered,einem open-air-konzert,zu
woman wearing a flowered tank,open-air-konzert zu,einer
wearing a flowered tank top,zu einer,frau
flowered tank top at an,einer frau,mit
tank top at an outdoor,frau mit,einem
top at an outdoor music,mit einem,geblümten
at an outdoor music concert,einem geblümten,pullunder
an outdoor music concert .,geblümten pullunder,.
outdoor music concert . </s>,pullunder .,</s>
<s> <s> two girls on,<s> <s>,zwei
<s> two girls on the,<s> zwei,mädchen
two girls on the shore,zwei mädchen,am
girls on the shore watch,mädchen am,strand
on the shore watch people,am strand,beobachten
the shore watch people in,strand beobachten,leute
shore watch people in a,beobachten leute,in
watch people in a boat,leute in,einem
people in a boat fish,in einem,fischerboot
in a boat fish .,einem fischerboot,.
a boat fish . </s>,fischerboot .,</s>
<s> <s> two bicycles are,<s> <s>,zwei
<s> <s> two bicycles are,<s> zwei,fahrräder
<s> two bicycles are standing,zwei fahrräder,stehen
two bicycles are standing behind,fahrräder stehen,hinter
bicycles are standing behind two,stehen hinter,leuten
are standing behind two people,hinter leuten,","
standing behind two people sitting,"leuten ,",die
behind two people sitting on,", die",auf
two people sitting on the,die auf,dem
people sitting on the grass,auf dem,gras
sitting on the grass near,dem gras,in
on the grass near a,gras in,der
the grass near a body,in der,nähe
grass near a body of,der nähe,eines
near a body of water,nähe eines,gewässers
a body of water .,eines gewässers,sitzen
body of water . </s>,gewässers sitzen,.
of water . </s> </s>,sitzen .,</s>
<s> <s> two old men,<s> <s>,zwei
<s> <s> two old men,<s> zwei,alte
<s> two old men sitting,zwei alte,männer
two old men sitting on,alte männer,sitzen
old men sitting on the,männer sitzen,auf
men sitting on the dock,sitzen auf,dem
sitting on the dock .,auf dem,kai
on the dock . </s>,dem kai,.
the dock . </s> </s>,kai .,</s>
<s> <s> a man in,<s> <s>,ein
<s> <s> a man in,<s> ein,mann
<s> a man in a,ein mann,im
a man in a suit,mann im,anzug
man in a suit and,im anzug,und
in a suit and two,anzug und,zwei
a suit and two men,und zwei,männer
suit and two men in,zwei männer,mit
and two men in orange,männer mit,orangefarbenen
two men in orange vests,mit orangefarbenen,westen
men in orange vests standing,orangefarbenen westen,","
in orange vests standing around,"westen ,",die
orange vests standing around </s>,", die",herumstehen
vests standing around </s> </s>,die herumstehen,</s>
<s> <s> a small child,<s> <s>,ein
<s> <s> a small child,<s> ein,kleines
<s> a small child pushes,ein kleines,kind
a small child pushes a,kleines kind,schiebt
small child pushes a stroller,kind schiebt,einen
child pushes a stroller down,schiebt einen,sportwagen
pushes a stroller down the,einen sportwagen,die
a stroller down the street,sportwagen die,straße
stroller down the street .,die straße,entlang
down the street . </s>,straße entlang,.
the street . </s> </s>,entlang .,</s>
<s> <s> a woman at,<s> <s>,eine
<s> a woman at graduation,<s> eine,frau
a woman at graduation without,eine frau,bei
woman at graduation without a,frau bei,der
at graduation without a cap,bei der,graduierung
graduation without a cap on,der graduierung,ohne
without a cap on .,graduierung ohne,hut
a cap on . </s>,ohne hut,.
cap on . </s> </s>,hut .,</s>
<s> <s> an elder man,<s> <s>,ein
<s> <s> an elder man,<s> ein,älterer
<s> an elder man overlooks,ein älterer,mann
<s> an elder man overlooks,älterer mann,blickt
an elder man overlooks a,mann blickt,auf
elder man overlooks a balcony,blickt auf,einen
elder man overlooks a balcony,auf einen,balkon
man overlooks a balcony facing,einen balkon,","
overlooks a balcony facing a,"balkon ,",der
overlooks a balcony facing a,", der",zu
a balcony facing a street,der zu,einer
a balcony facing a street,zu einer,straße
balcony facing a street .,einer straße,hinaus
facing a street . </s>,straße hinaus,geht
facing a street . </s>,hinaus geht,.
a street . </s> </s>,geht .,</s>
<s> <s> this woman is,<s> <s>,diese
<s> this woman is smiling,<s> diese,frau
this woman is smiling and,diese frau,sitzt
woman is smiling and talking,frau sitzt,auf
is smiling and talking on,sitzt auf,einer
smiling and talking on the,auf einer,steinmauer
and talking on the phone,einer steinmauer,","
on the phone while sitting,"steinmauer ,",lächelt
the phone while sitting on,", lächelt",und
phone while sitting on a,lächelt und,spricht
while sitting on a stone,und spricht,am
sitting on a stone wall,spricht am,telefon
on a stone wall .,am telefon,.
a stone wall . </s>,telefon .,</s>
<s> <s> three dogs in,<s> <s>,drei
<s> three dogs in a,<s> drei,hunde
three dogs in a field,drei hunde,in
dogs in a field looking,hunde in,einem
in a field looking at,in einem,feld
a field looking at something,einem feld,blicken
field looking at something in,feld blicken,auf
looking at something in the,blicken auf,etwas
at something in the grass,auf etwas,im
something in the grass .,etwas im,gras
in the grass . </s>,im gras,.
the grass . </s> </s>,gras .,</s>
"<s> <s> three children ,",<s> <s>,drei
"<s> three children , two",<s> drei,kinder
"three children , two girls",drei kinder,","
"children , two girls and","kinder ,",zwei
", two girls and one",", zwei",mädchen
"girls and one boy ,",zwei mädchen,und
"and one boy , in",mädchen und,ein
"one boy , in martial",und ein,junge
"boy , in martial art",ein junge,","
", in martial art stances","junge ,",stehen
"martial art stances , standing",", stehen",in
"art stances , standing on",stehen in,kampfkunststellungen
"stances , standing on the",in kampfkunststellungen,auf
", standing on the hard-wood",kampfkunststellungen auf,dem
standing on the hard-wood floor,auf dem,parkettboden
the hard-wood floor of a,dem parkettboden,eines
hard-wood floor of a large,parkettboden eines,großen
floor of a large room,eines großen,raums
of a large room .,großen raums,.
a large room . </s>,raums .,</s>
<s> <s> a woman sits,<s> <s>,eine
<s> a woman sits on,<s> eine,frau
a woman sits on a,eine frau,sitzt
woman sits on a flower,frau sitzt,in
sits on a flower pot,sitzt in,einem
on a flower pot at,in einem,überfüllten
a flower pot at a,einem überfüllten,cafe
flower pot at a crowded,überfüllten cafe,auf
pot at a crowded coffee,cafe auf,einem
at a crowded coffee shop,auf einem,blumentopf
a crowded coffee shop .,einem blumentopf,.
crowded coffee shop . </s>,blumentopf .,</s>
<s> <s> a boy stands,<s> <s>,ein
<s> a boy stands beside,<s> ein,junge
a boy stands beside a,ein junge,steht
boy stands beside a railing,junge steht,an
stands beside a railing at,steht an,einer
beside a railing at a,an einer,go-kart-bahn
a railing at a go,einer go-kart-bahn,neben
railing at a go kart,go-kart-bahn neben,einem
at a go kart track,neben einem,geländer
a go kart track .,einem geländer,.
go kart track . </s>,geländer .,</s>
<s> <s> a white bird,<s> <s>,wein
<s> a white bird is,<s> wein,weißer
a white bird is standing,wein weißer,vogel
white bird is standing on,weißer vogel,steht
bird is standing on a,vogel steht,auf
is standing on a wooden,steht auf,einer
standing on a wooden platform,auf einer,holzplattform
on a wooden platform .,einer holzplattform,.
a wooden platform . </s>,holzplattform .,</s>
<s> <s> there is a,<s> <s>,ein
<s> there is a guy,<s> ein,typ
there is a guy wearing,ein typ,mit
a guy wearing stilts playing,typ mit,stelzen
guy wearing stilts playing the,mit stelzen,spielt
wearing stilts playing the trombone,stelzen spielt,vor
playing the trombone in front,spielt vor,einer
the trombone in front of,vor einer,wandmalerei
trombone in front of a,einer wandmalerei,posaune
front of a mural .,wandmalerei posaune,.
of a mural . </s>,posaune .,</s>
<s> <s> two young boys,<s> <s>,zwei
"<s> two young boys ,",<s> zwei,jungen
"two young boys , wearing",zwei jungen,in
"young boys , wearing just",jungen in,unterwäsche
"boys , wearing just underwear",in unterwäsche,klettern
", wearing just underwear ,",unterwäsche klettern,um
"just underwear , climb around",klettern um,ein
"underwear , climb around a",um ein,fahrzeug
", climb around a vehicle",ein fahrzeug,herum
climb around a vehicle .,fahrzeug herum,.
around a vehicle . </s>,herum .,</s>
<s> <s> a young blond,<s> <s>,ein
<s> a young blond girl,<s> ein,blondes
a young blond girl in,ein blondes,mädchen

young blond girl in a,blondes mädchen,in
blond girl in a pink,mädchen in,rosafarbenem
girl in a pink shirt,in rosafarbenem,oberteil
in a pink shirt looks,rosafarbenem oberteil,blickt
a pink shirt looks at,oberteil blickt,auf
shirt looks at a large,blickt auf,eine
looks at a large praying,auf eine,große
at a large praying mantis,eine große,gottesanbeterin
a large praying mantis on,große gottesanbeterin,auf
large praying mantis on her,gottesanbeterin auf,ihrem
praying mantis on her arm,auf ihrem,arm
mantis on her arm .,ihrem arm,.
on her arm . </s>,arm .,</s>
<s> <s> a man dressed,<s> <s>,ein
<s> a man dressed in,<s> ein,weiß
a man dressed in white,ein weiß,gekleideter
man dressed in white and,weiß gekleideter,mann
in white and with glasses,gekleideter mann,mit
white and with glasses having,mann mit,brille
and with glasses having something,mit brille,isst
glasses having something to eat,brille isst,etwas
having something to eat .,isst etwas,.
something to eat . </s>,etwas .,</s>
<s> <s> a man is,<s> <s>,ein
<s> a man is fishing,<s> ein,mann
a man is fishing off,ein mann,angelt
man is fishing off a,mann angelt,von
is fishing off a beach,angelt von,einem
fishing off a beach into,von einem,strand
off a beach into a,einem strand,aus
a beach into a large,strand aus,in
beach into a large body,aus in,einem
into a large body of,in einem,großen
a large body of water,einem großen,gewässer
large body of water while,großen gewässer,","
body of water while a,"gewässer ,",während
of water while a young,", während",ein
water while a young boy,während ein,junge
while a young boy carries,ein junge,in
a young boy carries a,junge in,nicht
young boy carries a net,in nicht,allzu
boy carries a net not,nicht allzu,weiter
carries a net not too,allzu weiter,entfernung
a net not too far,weiter entfernung,ein
net not too far away,entfernung ein,netz
not too far away .,ein netz,trägt
too far away . </s>,netz trägt,.
far away . </s> </s>,trägt .,</s>
<s> <s> the soldier is,<s> <s>,der
<s> <s> the soldier is,<s> der,soldat
<s> the soldier is standing,der soldat,steht
the soldier is standing tall,soldat steht,aufrecht
soldier is standing tall as,steht aufrecht,","
is standing tall as he,"aufrecht ,",während
standing tall as he observes,", während",er
tall as he observes the,während er,die
as he observes the passing,er die,vorbeigehenden
he observes the passing people,die vorbeigehenden,menschen
observes the passing people .,vorbeigehenden menschen,beobachtet
the passing people . </s>,menschen beobachtet,.
passing people . </s> </s>,beobachtet .,</s>
<s> <s> a young man,<s> <s>,ein
<s> <s> a young man,<s> ein,junger
<s> a young man in,ein junger,mann
a young man in a,junger mann,im
young man in a suit,mann im,anzug
man in a suit standing,im anzug,fällt
in a suit standing out,anzug fällt,bei
a suit standing out from,fällt bei,etwas
suit standing out from the,bei etwas,","
standing out from the crowd,"etwas ,",das
"out from the crowd ,",", das",eine
"from the crowd , at",das eine,kunstausstellung
"the crowd , at what",eine kunstausstellung,zu
"crowd , at what appears",kunstausstellung zu,sein
", at what appears to",zu sein,scheint
at what appears to be,sein scheint,","
what appears to be an,"scheint ,",in
appears to be an art,", in",der
to be an art exhibition,in der,masse
be an art exhibition .,der masse,auf
an art exhibition . </s>,masse auf,.
art exhibition . </s> </s>,auf .,</s>
<s> <s> a man preparing,<s> <s>,ein
<s> <s> a man preparing,<s> ein,mann
<s> a man preparing fruit,ein mann,","
a man preparing fruit below,"mann ,",der
a man preparing fruit below,", der",unter
man preparing fruit below a,der unter,einem
preparing fruit below a tree,unter einem,baum
fruit below a tree .,einem baum,obst
fruit below a tree .,baum obst,zubereitet
below a tree . </s>,obst zubereitet,.
a tree . </s> </s>,zubereitet .,</s>
<s> <s> a black dog,<s> <s>,ein
<s> a black dog is,<s> ein,schwarzer
a black dog is coming,ein schwarzer,hund
black dog is coming out,schwarzer hund,","
dog is coming out of,"hund ,",der
is coming out of the,", der",etwas
coming out of the ocean,der etwas,im
out of the ocean water,etwas im,maul
of the ocean water on,im maul,hat
the ocean water on the,maul hat,","
ocean water on the beach,"hat ,",kommt
water on the beach with,", kommt",aus
on the beach with something,kommt aus,dem
the beach with something in,aus dem,meerwasser
beach with something in its,dem meerwasser,an
with something in its mouth,meerwasser an,den
something in its mouth .,an den,strand
in its mouth . </s>,den strand,.
its mouth . </s> </s>,strand .,</s>
<s> <s> two young children,<s> <s>,zwei
<s> two young children are,<s> zwei,kleine
two young children are playing,zwei kleine,kinder
young children are playing on,kleine kinder,spielen
children are playing on the,kinder spielen,am
are playing on the beach,spielen am,strand
playing on the beach while,am strand,","
on the beach while a,"strand ,",ein
the beach while a man,", ein",mann
beach while a man watches,ein mann,sieht
while a man watches .,mann sieht,zu
a man watches . </s>,sieht zu,.
man watches . </s> </s>,zu .,</s>
<s> <s> a group of,<s> <s>,eine
<s> a group of people,<s> eine,gruppe
a group of people are,eine gruppe,sitzt
group of people are sitting,gruppe sitzt,am
of people are sitting at,sitzt am,strand
people are sitting at a,am strand,und
sitting at a beach watching,strand und,beobachtet
at a beach watching the,und beobachtet,die
a beach watching the blue,beobachtet die,blue
beach watching the blue angels,die blue,angels
watching the blue angels .,blue angels,.
the blue angels . </s>,angels .,</s>
<s> <s> two young ladies,<s> <s>,zwei
<s> <s> two young ladies,<s> zwei,junge
<s> two young ladies play,zwei junge,damen
two young ladies play chess,junge damen,spielen
young ladies play chess in,damen spielen,in
ladies play chess in a,spielen in,einem
play chess in a restaurant,in einem,restaurant
chess in a restaurant .,einem restaurant,schach
in a restaurant . </s>,restaurant schach,.
a restaurant . </s> </s>,schach .,</s>
<s> <s> a person wearing,<s> <s>,ein
<s> <s> a person wearing,<s> ein,person
<s> a person wearing a,ein person,mit
a person wearing a long-sleeved,person mit,einem
person wearing a long-sleeved white,mit einem,langärmeligen
wearing a long-sleeved white shirt,einem langärmeligen,weißen
a long-sleeved white shirt is,langärmeligen weißen,hemd
long-sleeved white shirt is weaving,weißen hemd,webt
long-sleeved white shirt is weaving,hemd webt,etwas
white shirt is weaving with,webt etwas,mit
shirt is weaving with yellow,etwas mit,einem
is weaving with yellow thread,mit einem,gelben
weaving with yellow thread .,einem gelben,faden
with yellow thread . </s>,gelben faden,.
yellow thread . </s> </s>,faden .,</s>
<s> <s> two women are,<s> <s>,zwei
<s> two women are jogging,<s> zwei,frauen
two women are jogging and,zwei frauen,joggen
women are jogging and three,frauen joggen,und
are jogging and three men,joggen und,drei
jogging and three men are,und drei,männer
three men are walking on,drei männer,gehen
men are walking on a,männer gehen,auf
are walking on a dirt,gehen auf,einem
walking on a dirt trail,auf einem,feldweg
on a dirt trail .,einem feldweg,.
a dirt trail . </s>,feldweg .,</s>
<s> <s> these are women,<s> <s>,dies
<s> these are women members,<s> dies,sind
these are women members of,dies sind,schwarz
are women members of a,sind schwarz,gekleidete
women members of a musical,schwarz gekleidete,weibliche
members of a musical symphony,gekleidete weibliche,mitglieder
of a musical symphony dressed,weibliche mitglieder,einer
a musical symphony dressed in,mitglieder einer,blaskapelle
musical symphony dressed in black,einer blaskapelle,","
symphony dressed in black and,"blaskapelle ,",die
dressed in black and carrying,", die",vor
in black and carrying red,die vor,einem
black and carrying red flags,vor einem,reich
and carrying red flags outside,einem reich,verzierten
carrying red flags outside an,reich verzierten,gebäude
red flags outside an ornate,verzierten gebäude,rote
flags outside an ornate building,gebäude rote,fahnen
outside an ornate building .,rote fahnen,tragen
an ornate building . </s>,fahnen tragen,.
ornate building . </s> </s>,tragen .,</s>
<s> <s> a family of,<s> <s>,eine
<s> a family of four,<s> eine,vierköpfige
a family of four watches,eine vierköpfige,familie
family of four watches an,vierköpfige familie,betrachtet
of four watches an air,familie betrachtet,eine

four watches an air show,betrachtet eine,flugschau
watches an air show .,eine flugschau,.
an air show . </s>,flugschau .,</s>
<s> <s> a person holding,<s> <s>,eine
<s> <s> a person holding,<s> eine,person
<s> a person holding a,eine person,","
a person holding a small,"person ,",die
person holding a small dog,", die",einen
person holding a small dog,die einen,kleinen
holding a small dog on,einen kleinen,hund
a small dog on a,kleinen hund,an
small dog on a leash,hund an,der
small dog on a leash,an der,leine
dog on a leash is,der leine,hält
on a leash is bending,leine hält,","
a leash is bending over,"hält ,",beugt
leash is bending over and,", beugt",sich
leash is bending over and,beugt sich,nach
is bending over and looking,sich nach,vor
bending over and looking through,nach vor,und
over and looking through items,vor und,sieht
over and looking through items,und sieht,sachen
and looking through items .,sieht sachen,durch
looking through items . </s>,sachen durch,.
through items . </s> </s>,durch .,</s>
<s> <s> a brown dog,<s> <s>,ein
<s> <s> a brown dog,<s> ein,brauner
<s> a brown dog carrying,ein brauner,hund
a brown dog carrying a,brauner hund,","
a brown dog carrying a,"hund ,",der
brown dog carrying a black,", der",ein
dog carrying a black object,der ein,schwarzes
carrying a black object .,ein schwarzes,objekt
carrying a black object .,schwarzes objekt,trägt
a black object . </s>,objekt trägt,.
black object . </s> </s>,trägt .,</s>
<s> <s> a frightened little,<s> <s>,ein
<s> <s> a frightened little,<s> ein,kleiner
<s> a frightened little boy,ein kleiner,junge
a frightened little boy being,kleiner junge,","
frightened little boy being pulled,"junge ,",der
little boy being pulled up,", der",sich
boy being pulled up and,der sich,fürchtet
being pulled up and out,sich fürchtet,und
pulled up and out of,fürchtet und,von
up and out of a,und von,seinem
up and out of a,von seinem,vater
and out of a pool,seinem vater,aus
out of a pool by,vater aus,einem
of a pool by his,aus einem,schwimmbecken
a pool by his father,einem schwimmbecken,gezogen
pool by his father .,schwimmbecken gezogen,wird
by his father . </s>,gezogen wird,.
his father . </s> </s>,wird .,</s>
<s> <s> a man standing,<s> <s>,ein
<s> a man standing in,<s> ein,mann
a man standing in front,ein mann,","
man standing in front of,"mann ,",der
standing in front of several,", der",vor
in front of several cliff,der vor,mehreren
front of several cliff faces,vor mehreren,felswänden
of several cliff faces .,mehreren felswänden,steht
several cliff faces . </s>,felswänden steht,.
cliff faces . </s> </s>,steht .,</s>
<s> <s> two people and,<s> <s>,zwei
<s> two people and a,<s> zwei,personen
two people and a small,zwei personen,und
people and a small white,personen und,ein
and a small white dog,und ein,kleiner
a small white dog are,ein kleiner,weißer
small white dog are playing,kleiner weißer,hund
white dog are playing at,weißer hund,spielen
dog are playing at the,hund spielen,im
are playing at the park,spielen im,park
playing at the park .,im park,.
at the park . </s>,park .,</s>
<s> <s> two men with,<s> <s>,zwei
<s> two men with long,<s> zwei,männer
two men with long hair,zwei männer,mit
men with long hair are,männer mit,langen
with long hair are sitting,mit langen,haaren
long hair are sitting on,langen haaren,sitzen
hair are sitting on the,haaren sitzen,auf
are sitting on the ground,sitzen auf,dem
sitting on the ground .,auf dem,boden
on the ground . </s>,dem boden,.
the ground . </s> </s>,boden .,</s>
<s> <s> members of a,<s> <s>,mitglieder
<s> members of a brass,<s> mitglieder,einer
members of a brass band,mitglieder einer,blaskapelle
of a brass band look,einer blaskapelle,blicken
a brass band look at,blaskapelle blicken,auf
band look at their sheet,blicken auf,ihre
look at their sheet music,auf ihre,noten
at their sheet music .,ihre noten,.
their sheet music . </s>,noten .,</s>
<s> <s> a man is,<s> <s>,ein
<s> a man is playing,<s> ein,mann
a man is playing a,ein mann,in
man is playing a dj,mann in,einer
is playing a dj game,in einer,arkade
playing a dj game in,einer arkade,spielt
a dj game in an,arkade spielt,ein
dj game in an arcade,spielt ein,dj-spiel
game in an arcade .,ein dj-spiel,.
in an arcade . </s>,dj-spiel .,</s>
<s> <s> a group of,<s> <s>,eine
<s> a group of women,<s> eine,gruppe
a group of women dressed,eine gruppe,schwarz
group of women dressed in,gruppe schwarz,gekleideter
of women dressed in black,schwarz gekleideter,frauen
women dressed in black playing,gekleideter frauen,","
dressed in black playing musical,"frauen ,",die
in black playing musical instruments,", die",vor
playing musical instruments in front,die vor,einem
musical instruments in front of,vor einem,großen
instruments in front of a,einem großen,gebäude
in front of a large,großen gebäude,musikinstrumente
front of a large building,gebäude musikinstrumente,spielen
of a large building .,musikinstrumente spielen,.
a large building . </s>,spielen .,</s>
<s> <s> one man is,<s> <s>,ein
<s> one man is sitting,<s> ein,mann
one man is sitting on,ein mann,sitzt
is sitting on top of,mann sitzt,auf
sitting on top of a,sitzt auf,einem
on top of a school,auf einem,schulbus
"of a school bus ,",einem schulbus,","
"a school bus , while","schulbus ,",während
"school bus , while another",", während",ein
", while another man ,",während ein,anderer
"while another man , wearing",ein anderer,mann
"another man , wearing a",anderer mann,mit
", wearing a matching shirt",mann mit,passendem
"wearing a matching shirt ,",mit passendem,hemd
"a matching shirt , is",passendem hemd,drinnen
"shirt , is standing inside",hemd drinnen,steht
", is standing inside .",drinnen steht,.
is standing inside . </s>,steht .,</s>
<s> <s> demonstrators waiting for,<s> <s>,demonstranten
<s> demonstrators waiting for the,<s> demonstranten,warten
demonstrators waiting for the policemen,demonstranten warten,darauf
waiting for the policemen to,warten darauf,","
for the policemen to hear,"darauf ,",dass
the policemen to hear their,", dass",polizisten
policemen to hear their grievances,dass polizisten,ihre
to hear their grievances against,polizisten ihre,beschwerden
hear their grievances against police,ihre beschwerden,gegen
their grievances against police oppression,beschwerden gegen,polizeigewalt
grievances against police oppression and,gegen polizeigewalt,und
against police oppression and brutality,polizeigewalt und,brutalität
police oppression and brutality .,und brutalität,aufnehmen
oppression and brutality . </s>,brutalität aufnehmen,.
and brutality . </s> </s>,aufnehmen .,</s>

